Trade_Date,Issuer,Symbol,Lead/Joint-Lead_ Managers,Offer_Price,Opening_Price,1st Day_Close,1st Day.1_% Px Chng ,$ Change_Opening,$ Change.1_Close,Star_Ratings,Performed,year,CUSIP,Offer Date,IPO Name,Ticker,VC Dummy,Rollup dummy,CRSP PERM,Dual dummy,Internet dummy,Post-Issue shares,Founding,uw_max_rank,top_tier_uw,month,avg_net_ipo,num_ipo,net_num_ipo,perc_price_above
2010-04-22,DynaVox ,DVOX,Piper Jaffray/Jefferies,15.0,15.0,15.0,0.0,0.0,0.0,3,Missed,2010.0,26817F10,2010-04-22,DynaVox Inc,DVOX,0,0,93351,1,0,29826648,1993.0,8.001,1,4.0,2.1,16.0,9,0.11
2010-04-22,Alimera Sciences ,ALIM,Credit Suisse/Citi,11.0,11.0,11.0,0.0,0.0,0.0,1,,2010.0,01625910,2010-04-22,Alimera Sciences Inc,ALIM,1,0,93339,0,0,.,2003.0,9.001,1,4.0,2.1,16.0,9,0.11
2010-04-22,Global Geophysical Services ,GGS,Credit Suisse/Barclays Capital,12.26,12.0,12.0,-0.021207177814029348,-0.2599999999999998,-0.2599999999999998,1,,2010.0,37946S10,2010-04-22,Global Geophysical Services,GGS,0,0,93317,0,0,.,1996.0,8.501,1,4.0,2.1,16.0,9,0.11
2010-04-22,Mitel Networks ,MITL,BofA Merrill Lynch/J.P. Morgan/UBS Investment Bank,14.0,12.75,12.3,-0.12142857142857134,-1.25,-1.6999999999999993,1,,2010.0,,,,,,,,,,,,9.001,1,4.0,2.1,16.0,9,0.11
2010-04-22,SPS Commerce ,SPSC,Thomas Weisel Partners,12.0,14.0,13.6,0.1333333333333333,2.0,1.5999999999999996,3,,2010.0,78463M10,2010-04-22,SPS Commerce Inc,SPSC,0,0,93356,0,0,.,1987.0,7.001,0,4.0,2.1,16.0,9,0.11
2010-04-23,Excel Trust ,EXL,Morgan Stanley/Barclays Capital/UBS Investment Trust,14.0,13.25,13.3,-0.04999999999999995,-0.75,-0.6999999999999993,1,,2010.0,30068C10,2010-04-22,Excel Trust Inc,EXL,0,0,93315,0,0,.,2009.0,8.501,1,4.0,2.1,16.0,9,0.11
2010-04-29,Alpha and Omega Semiconductor ,AOSL,Deutsche Bank/Piper Jaffray,18.0,18.11,17.7,-0.016666666666666705,0.10999999999999943,-0.3000000000000007,2,Missed,2010.0,,2010-04-29,Alpha & Omega Semiconductor Lt,AOSL,1,0,93340,0,0,.,2000.0,0.0,0,4.0,2.1,16.0,9,0.11
2010-04-29,Convio ,CNVO,Thomas Weisel Partners/ Piper Jaffray,9.0,10.0,10.24,0.1377777777777778,1.0,1.2400000000000002,1,,2010.0,21257W10,2010-04-29,Convio Inc,CNVO,1,0,93349,0,1,.,1999.0,7.001,0,4.0,2.1,16.0,9,0.11
2010-04-30,PAA Natural Gas Storage ,PNG,Barclays Capital/ UBS Investment Bank,21.5,22.5,23.25,0.08139534883720931,1.0,1.75,2,,2010.0,69313910,2010-04-29,PAA Natural Gas Storage LP,PNG,0,0,93329,1,0,31584529,2005.0,8.501,1,4.0,2.1,16.0,9,0.11
2010-05-03,S&W Seed ,SANWU,Paulson Investment/Feltl,11.0,10.89,10.7,-0.027272727272727337,-0.10999999999999943,-0.3000000000000007,1,,2010.0,78513520,2010-05-03,S&W Seed Co,SANWU,0,0,93434,1,0,5800000,1980.0,4.001,0,5.0,8.3,14.0,7,0.0
2010-05-05,Charm Communications ,CHRM,Credit Suisse,9.5,9.51,9.4,-0.01052631578947365,0.009999999999999787,-0.09999999999999963,1,,2010.0,16112R10,2010-05-04,Charm Communications Inc,CHRM,0,0,93390,1,0,15625000,1995.0,8.501,1,5.0,8.3,14.0,7,0.0
2010-05-05,Douglas Dynamics ,PLOW,Credit Suisse/ Oppenheimer,11.25,22.26,11.29,0.00355555555555548,11.010000000000002,0.03999999999999915,1,,2010.0,25960R10,2010-05-05,Douglas Dynamics Inc,PLOW,0,0,93372,0,0,.,1948.0,8.501,1,5.0,8.3,14.0,7,0.0
2010-05-12,Niska Gas Storage ,NKA,Goldman Sachs/Morgan Stanley,20.5,19.5,19.1,-0.0682926829268292,-1.0,-1.3999999999999986,2,Missed,2010.0,65467810,2010-05-11,Niska Gas Storage Partners LLC,NKA,0,0,93381,1,0,67609490,2010.0,9.001,1,5.0,8.3,14.0,7,0.0
2010-05-13,Express ,EXPR,BofA Merrill Lynch/Goldman Sachs,17.0,17.05,16.75,-0.014705882352941175,0.05000000000000071,-0.25,1,,2010.0,30219E10,2010-05-12,Express Inc,EXPR,0,0,93373,0,0,.,1980.0,9.001,1,5.0,8.3,14.0,7,0.0
2010-05-13,Roadrunner Transportation Services Holdings ,RRTS,Baird/ BB&T Capital Markets/ Stifel Nicolaus,14.0,14.0,13.75,-0.017857142857142856,0.0,-0.25,1,,2010.0,76973Q10,2010-05-13,Roadrunner Transporttn Systems,RRTS,0,0,93384,0,0,.,1981.0,7.001,0,5.0,8.3,14.0,7,0.0
2010-05-13,TeleNav ,TNAV,J.P. Morgan/Deutsche Bank,8.0,9.0,9.8,0.2250000000000001,1.0,1.8000000000000007,1,,2010.0,87945510,2010-05-13,TeleNav Inc,TNAV,1,0,93401,0,0,.,1999.0,9.001,1,5.0,8.3,14.0,7,0.0
2010-05-14,JinkoSolar Holding ,JKS,Credit Suisse,11.0,11.0,11.01,0.0009090909090908897,0.0,0.009999999999999787,1,,2010.0,47759T10,2010-05-13,JinkoSolar Holding Co Ltd,JKS,1,0,93380,1,0,21731962,2006.0,8.501,1,5.0,8.3,14.0,7,0.0
2010-05-14,Kingtone Wireless Soultion ,KONE,Roth Capital Partners,4.0,4.0,3.94,-0.015000000000000013,0.0,-0.06000000000000005,1,,2010.0,,2010-05-14,Kingtone Wirelessinfo Solution,KONE,1,0,93396,1,0,18000000,2009.0,5.001,0,5.0,8.3,14.0,7,0.0
2010-05-14,Noranda Aluminum Holding ,NOR,BofA Merrill Lynch,8.0,8.3,8.8,0.10000000000000007,0.3000000000000007,0.8000000000000007,1,,2010.0,65542W10,2010-05-14,Noranda Aluminum Holding Corp,NOR,0,0,93382,0,0,.,1922.0,0.0,0,5.0,8.3,14.0,7,0.0
2010-05-20,57th Street Acquisiton ,SQTC.U,Morgan Joseph/Ladenburg Thalmann,10.0,10.0,10.0,0.0,0.0,0.0,1,,2010.0,,,,,,,,,,,,6.001,0,5.0,8.3,14.0,7,0.0
2010-05-20,Accretive Health ,AH,Goldman Sachs/Credit Suisse,12.0,12.0,12.74,0.061666666666666675,0.0,0.7400000000000002,1,,2010.0,00438V10,2010-05-20,Accretive Health Inc,AH,1,0,93369,0,0,.,2003.0,9.001,1,5.0,8.3,14.0,7,0.0
2010-05-20,ReachLocal ,RLOC,J.P. Morgan/BofA Merrill Lynch,13.0,13.0,12.66,-0.026153846153846142,0.0,-0.33999999999999986,1,,2010.0,75525F10,2010-05-20,ReachLocal Inc,RLOC,1,0,93400,0,1,.,2003.0,9.001,1,5.0,8.3,14.0,7,0.0
2010-05-28,GenMark Diagnostics ,GNMK,Piper Jaffray,6.0,6.0,6.0,0.0,0.0,0.0,1,,2010.0,,,,,,,,,,,,0.0,0,5.0,8.3,14.0,7,0.0
2010-06-11,China New Borun ,BOR N,Piper Jaffray,7.0,7.0,7.0,0.0,0.0,0.0,1,,2010.0,,,,,,,,,,,,0.0,0,6.0,6.9,15.0,9,0.22
2010-06-15,CBOE Holdings ,CBOE,Goldman Sachs,29.0,32.8,32.49,0.12034482758620695,3.799999999999997,3.490000000000002,3,,2010.0,12503M10,2010-06-14,CBOE Holdings Inc,CBOE,0,0,93429,0,0,.,1973.0,9.001,1,6.0,6.9,15.0,9,0.22
2010-06-16,BroadSoft ,BSFT,Goldman Sachs/Jefferies,9.0,8.25,8.3,-0.0777777777777777,-0.75,-0.6999999999999993,2,Missed,2010.0,11133B40,2010-06-16,BroadSoft Inc,BSFT,1,0,93428,0,0,.,1998.0,9.001,1,6.0,6.9,15.0,9,0.22
2010-06-17,Higher One Holdings ,ONE,Goldman Sachs,12.0,13.5,14.27,0.18916666666666665,1.5,2.27,1,,2010.0,42983D10,2010-06-16,Higher One Holdings Inc,ONE,1,0,93418,0,1,.,2000.0,9.001,1,6.0,6.9,15.0,9,0.22
2010-06-17,Oasis Petroleum ,OAS,Morgan Stanley/UBS Investment Bank,14.0,14.85,14.88,0.06285714285714293,0.8499999999999996,0.8800000000000008,1,,2010.0,67421510,2010-06-16,Oasis Petroleum Inc,OAS,0,0,93420,0,0,.,2007.0,8.501,1,6.0,6.9,15.0,9,0.22
2010-06-18,China Intelligent Lighting & Electronics ,CIL,Rodman & Renshaw.WestPark Capital,3.0,2.85,2.95,-0.01666666666666661,-0.1499999999999999,-0.049999999999999815,1,,2010.0,16890G10,2010-06-17,China Intelligent Lighting & E,CIL,0,0,93405,0,0,.,2007.0,2.001,0,6.0,6.9,15.0,9,0.22
2010-06-18,Motricity ,MOTR,J.P. Morgan/Golldman Sachs,10.0,9.89,9.26,-0.07400000000000002,-0.10999999999999943,-0.7400000000000002,2,Missed,2010.0,62010710,2010-06-17,Motricity Inc,MOTR,0,0,93433,0,0,.,2001.0,9.001,1,6.0,6.9,15.0,9,0.22
2010-06-24,Hudson Pacific Properties ,HPP,BofA Merrill Lych/Barclays Capital/Morgan Stanley,17.0,17.5,17.4,0.0235294117647058,0.5,0.3999999999999986,1,,2010.0,44409710,2010-06-23,Hudson Pacific Properties Inc,HPP,0,0,93419,0,0,.,2009.0,8.501,1,6.0,6.9,15.0,9,0.22
2010-06-25,Fabrinet ,FN,Morgan Stanley/Deutsche Bank,10.0,10.95,10.75,0.075,0.9499999999999992,0.75,1,,2010.0,G3323L10,2010-06-24,Fabrinet,FN,1,0,93427,0,0,.,1999.0,0.0,0,6.0,6.9,15.0,9,0.22
2010-06-29,Tesla Motors ,TSLA,"Goldman, Sachs/ Morgan Stanley/ J.P. Morgan/ Deutsche Bank Securities",17.0,19.0,23.98,0.4105882352941177,2.0,6.98,3,,2010.0,88160R10,2010-06-28,Tesla Motors Inc,TSLA,1,0,93436,0,0,.,2003.0,9.001,1,6.0,6.9,15.0,9,0.22
2010-06-30,HiSoft Technology International ,HSFT,Deutsche Bank,10.0,10.27,10.4,0.040000000000000036,0.2699999999999996,0.4000000000000004,1,,2010.0,43358R10,2010-06-29,HiSoft Tech Intl Ltd,HSFT,1,0,93431,1,0,-9,1996.0,0.0,0,6.0,6.9,15.0,9,0.22
2010-07-01,AutoNavi Holdings ,AMAP,Goldman Sachs,12.5,13.02,13.5,0.08,0.5199999999999996,1.0,1,,2010.0,05330F10,2010-07-01,AutoNavi Hldg Ltd,AMAP,1,0,12021,1,0,45574500,2001.0,9.001,1,7.0,12.3,15.0,7,0.57
2010-07-14,Oxford Resources Parntners L.P. ,OXF,Barclays Capital/Citi,18.5,18.25,17.96,-0.029189189189189144,-0.25,-0.5399999999999991,1,,2010.0,69180710,2010-07-13,Oxford Resource Partners LP,OXF,0,0,12007,1,0,20560760,2007.0,9.001,1,7.0,12.3,15.0,7,0.57
2010-07-15,SMART Technologies ,SMT,Morgan Stanley/ Deutsche Bank Securities/ RBC Capital Markets/ BofA Merrill Lynch/ Credit Suisse,17.0,17.5,17.05,0.002941176470588277,0.5,0.05000000000000071,2,,2010.0,,,,,,,,,,,,8.501,1,7.0,12.3,15.0,7,0.57
2010-07-16,Qlink Technologies ,QLIK,Morgan Stanley/Citi/J.P. Morgan,10.0,12.0,12.8,0.2800000000000001,2.0,2.8000000000000007,3,,2010.0,74733T10,2010-07-15,Qlik Technologies Inc,QLIK,1,0,12026,0,0,.,1993.0,9.001,1,7.0,12.3,15.0,7,0.57
2010-07-16,RealD ,RLD,J.P. Morgan/Piper Jaffrey,16.0,19.55,19.51,0.2193750000000001,3.5500000000000007,3.5100000000000016,3,,2010.0,75604L10,2010-07-15,RealD Inc,RLD,1,0,12011,0,0,.,2003.0,9.001,1,7.0,12.3,15.0,7,0.57
2010-07-20,Camelot Information Systems ,CIS,Goldman Sachs/Barclays Capital,11.0,10.01,10.65,-0.03181818181818179,-0.9900000000000002,-0.34999999999999964,1,,2010.0,13322V10,2010-07-20,Camelot Info Sys Inc,CIS,1,0,10223,1,0,43828000,2000.0,9.001,1,7.0,12.3,15.0,7,0.57
2010-07-22,Ameresco ,AMRC,BofA Merril Lynch,10.0,10.33,10.17,0.016999999999999994,0.3300000000000001,0.16999999999999993,1,,2010.0,02361E10,2010-07-21,Ameresco Inc,AMRC,0,0,10158,1,0,22403276,2000.0,8.501,1,7.0,12.3,15.0,7,0.57
2010-07-22,Green Dot ,GDOT,J.P. Morgan/Morgan Stanlry,36.0,42.1,43.99,0.2219444444444445,6.100000000000001,7.990000000000002,3,,2010.0,39304D10,2010-07-21,Green Dot Corp,GDOT,1,0,11664,1,0,6766602,1999.0,9.001,1,7.0,12.3,15.0,7,0.57
2010-07-29,Chesapeake Midstream Partners ,CHKM,Citi/Morgan Stanley,21.0,22.25,22.4,0.0666666666666666,1.25,1.3999999999999986,1,,2010.0,,,,,,,,,,,,9.001,1,7.0,12.3,15.0,7,0.57
2010-07-29,Envestnet ,ENV,Morgan Stanley/UBS Investment Bank/Barclays Capital,9.0,9.35,10.23,0.13666666666666671,0.34999999999999964,1.2300000000000004,1,,2010.0,29404K10,2010-07-28,Envestnet Inc,ENV,1,0,11370,0,1,.,1999.0,8.501,1,7.0,12.3,15.0,7,0.57
2010-07-29,Molycorp ,MCP,Morgan Stanley/J.P. Morgan,14.0,13.25,12.85,-0.08214285714285717,-0.75,-1.1500000000000004,1,,2010.0,60875310,2010-07-29,Molycorp Inc,MCP,0,0,11999,0,0,.,2005.0,9.001,1,7.0,12.3,15.0,7,0.57
2010-08-03,Trius Therapeutics ,TSRX,Credit Suisse/Piper Jaffray,5.0,5.1,5.0,0.0,0.09999999999999963,0.0,1,,2010.0,89685K10,2010-08-02,Trius Therapeutics Inc,TSRX,1,0,12090,0,0,.,2004.0,8.501,1,8.0,14.1,16.0,8,0.12
2010-08-05,Ambow Education Holding,AMBO,J.P. Morgan/ Goldman Sachs (Asia),10.0,10.04,9.25,-0.075,0.03999999999999915,-0.75,2,Missed,2010.0,02322P10,2010-08-04,Ambow Education Holding Ltd,AMBO,0,0,12038,1,0,-9,2000.0,9.001,1,8.0,14.1,16.0,8,0.12
2010-08-05,Gordmans Stores,GMAD,Piper Jaffray/Wells Fargo Securities,11.0,11.0,11.03,0.002727272727272669,0.0,0.029999999999999364,2,Missed,2010.0,,,,,,,,,,,,8.001,1,8.0,14.1,16.0,8,0.12
2010-08-06,Intralink Holdings ,IL,Morgan Stanley/Deutsche Bank/Credit Suisse,13.0,10.0,9.61,-0.2607692307692308,-3.0,-3.390000000000001,1,,2010.0,46118H10,2010-08-05,IntraLinks Holdings Inc,IL,0,0,12051,0,0,.,1996.0,8.501,1,8.0,14.1,16.0,8,0.12
2010-08-06,NuPathe ,PATH,Leerink Swann/Lazard Capital Markets,10.0,10.04,9.25,-0.075,0.03999999999999915,-0.75,1,,2010.0,67059M10,2010-08-05,NuPathe Inc,PATH,1,0,12085,0,0,.,2005.0,8.001,1,8.0,14.1,16.0,8,0.12
2010-08-06,NXP Semiconductors NV ,NXPI,Credit Suisse/Goldman Sachs/Morgan Stanley,14.0,11.0,11.03,-0.2121428571428572,-3.0,-2.9700000000000006,1,,2010.0,N6596X10,2010-08-05,NXP Semiconductors NV,NXPI,0,0,12084,0,0,.,2006.0,9.001,1,8.0,14.1,16.0,8,0.12
2010-08-11,China Kanghui Holdings ,KH,Morgan Stanley/ Piper Jaffray,10.25,10.29,12.16,0.18634146341463415,0.03999999999999915,1.91,1,,2010.0,16890V10,2010-08-10,China Kanghui Holdings,KH,1,0,12043,1,0,21802000,2006.0,0.0,0,8.0,14.1,16.0,8,0.12
2010-08-11,MediaMind Technologies ,MDMD,J.P. Morgan/Deutsche Bank,11.5,10.5,11.0,-0.043478260869565216,-1.0,-0.5,1,,2010.0,58449C10,2010-08-10,MediaMind Technologies Inc,MDMD,1,0,12081,0,0,.,1999.0,9.001,1,8.0,14.1,16.0,8,0.12
2010-08-12,MakeMyTrip Limited ,MMYT,Morgan Stanley,14.0,22.0,26.45,0.8892857142857142,8.0,12.45,1,Missed,2010.0,V5633W10,2010-08-11,MakeMyTrip Ltd,MMYT,1,0,12082,0,1,.,2000.0,0.0,0,8.0,14.1,16.0,8,0.12
2010-08-12,RealPage ,RP,Credit Suisse/ Deutsche Bank Securities,11.0,13.0,14.52,0.31999999999999995,2.0,3.52,1,,2010.0,75606N10,2010-08-11,RealPage Inc,RP,1,0,12089,0,0,.,2003.0,8.501,1,8.0,14.1,16.0,8,0.12
2010-08-13,Electromed,ELMD,Feltl and Company,4.0,4.05,3.98,-0.0050000000000000044,0.049999999999999815,-0.020000000000000014,1,,2010.0,28540910,2010-08-13,Electromed Inc,ELMD,0,0,12078,0,0,.,1992.0,0.0,0,8.0,14.1,16.0,8,0.12
2010-08-26,Whitestone REIT ,WSR,Wunderlich/Ladenburg Thalmann,12.0,12.0,11.5,-0.04166666666666666,0.0,-0.5,1,,2010.0,96608410,2010-08-25,Whitestone REIT,WSR,0,0,12070,1,0,2200000,1998.0,6.001,0,8.0,14.1,16.0,8,0.12
2010-09-17,SouFun Holdings Limited ,SFUN,Deutsche Bank Securities/ Goldman Sachs (Asia) L.L.C,42.5,67.0,73.5,0.7294117647058823,24.5,31.0,3,,2010.0,,2010-09-16,SouFun Holdings Ltd,SFUN,1,0,12293,1,1,18576000,1999.0,9.001,1,9.0,11.5,15.0,4,0.0
2010-09-23,CoreSite Realty ,COR,Citi/BofA Merrill Lynch/RBC Capital Markets,16.0,16.0,16.01,0.0006250000000000978,0.0,0.010000000000001565,1,,2010.0,21870Q10,2010-09-22,CoreSite Realty Corporation,COR,0,0,12093,0,0,.,2010.0,9.001,1,9.0,11.5,15.0,4,0.0
2010-09-24,SciQuest ,SQI,Stifel Nicolaus Weisel,9.5,11.5,12.27,0.29157894736842105,2.0,2.77,2,,2010.0,80908Q10,2010-09-24,SciQuest Inc,SQI,1,0,12312,0,0,.,1995.0,7.001,0,9.0,11.5,15.0,4,0.0
2010-09-28,Amyris ,AMRS,Morgan Stanley/Goldman Sachs/J.P. Morgan,16.0,16.5,16.5,0.03125,0.5,0.5,1,,2010.0,03236M10,2010-09-27,Amyris Inc,AMRS,1,0,12307,0,0,.,2003.0,9.001,1,9.0,11.5,15.0,4,0.0
2010-09-28,Country Style Cooking Restaurant Chain ,CCSC,BofA Merrill Lynch/ Credit Suisse,16.5,25.0,24.3,0.4727272727272728,8.5,7.800000000000002,3,,2010.0,22238M10,2010-09-27,Country Style Cooking,CCSC,1,0,12097,1,0,25020000,2007.0,8.501,1,9.0,11.5,15.0,4,0.0
2010-09-30,Elster Group ,ELT,Deutsche Bank Securities,13.0,13.0,13.75,0.0576923076923077,0.0,0.75,1,,2010.0,29034810,2010-09-30,Elster Group SE,ELT,0,0,12101,1,0,0,2004.0,8.501,1,9.0,11.5,15.0,4,0.0
2010-09-30,Rhino Resources Partners ,RNO,Raymond James,20.5,20.5,21.1,0.029268292682926893,0.0,0.6000000000000014,1,,2010.0,76218Y10,2010-09-29,Rhino Resource Partners LP,RNO,0,0,12291,1,0,25300000,2003.0,7.001,0,9.0,11.5,15.0,4,0.0
2010-10-01,China Ming Yang Wind Power Group ,MY,Morgan Stanley/ Credit Suisse/ BofA Merrill Lynch,14.0,14.15,13.25,-0.05357142857142857,0.15000000000000036,-0.75,3,Missed,2010.0,16951C10,2010-09-30,China Ming Yang Wind Power Grp,MY,0,0,12324,1,0,125000000,2006.0,8.501,1,10.0,11.6,25.0,10,0.1
2010-10-01,ChinaCache International Holdings ,CCIH,BofA Merrill Lynch/ Deutsche Bank Securities,13.9,27.0,27.15,0.9532374100719424,13.1,13.249999999999998,3,,2010.0,16950M10,2010-09-30,ChinaCache Intl Hldg Ltd,CCIH,1,0,12352,1,0,23206070,2005.0,8.501,1,10.0,11.6,25.0,10,0.1
2010-10-01,The KEYW Holding ,KEYW,SunTrust Robinson Humphrey,10.0,10.3,11.38,0.13800000000000007,0.3000000000000007,1.3800000000000008,2,,2010.0,49372310,2010-09-30,The KEYW Holding Corp,KEYW,0,0,12356,0,0,.,2008.0,6.501,0,10.0,11.6,25.0,10,0.1
2010-10-07,Daqo New Energy ,DQ,Morgan Stanley,9.5,9.98,10.25,0.07894736842105263,0.4800000000000004,0.75,1,,2010.0,23703Q10,2010-10-06,Daqo New Energy Corp,DQ,1,0,12325,1,0,33942000,2009.0,0.0,0,10.0,11.6,25.0,10,0.1
2010-10-08,Cazador Acquisition Corporation ,CAZAU,Rodman & Renshaw,10.0,10.0,10.0,0.0,0.0,0.0,1,,2010.0,,2010-10-07,Cazador Acquisition Corp Ltd,CAZAU,0,0,12350,1,0,5000000,2010.0,2.001,0,10.0,11.6,25.0,10,0.1
2010-10-08,Ellington Financial LLC ,EFC,Deutsche Bank Securities,22.5,21.5,21.75,-0.03333333333333333,-1.0,-0.75,1,,2010.0,28852220,2010-10-07,Ellington Financial LLC,EFC,0,0,12329,0,0,.,2007.0,8.501,1,10.0,11.6,25.0,10,0.1
2010-10-08,Global Education & Technology Group ,GEDU,Credit Suisse/ BofA Merrill Lynch,10.5,12.0,12.2,0.16190476190476186,1.5,1.6999999999999993,3,,2010.0,37951A10,2010-10-07,Global Education & Technology,GEDU,1,0,12354,1,0,25348000,1997.0,8.501,1,10.0,11.6,25.0,10,0.1
2010-10-12,Hicks Acquisition Company 11 ,HKACU,Citi/Deutsche Bank,10.0,10.0,10.0,0.0,0.0,0.0,1,,2010.0,,2010-10-11,Hicks Acquisition Co II Inc,HKACU,0,0,13276,1,0,17142857,2010.0,9.001,1,10.0,11.6,25.0,10,0.1
2010-10-14,Campus Crest Communities ,CCG,"Raymond James/ Citi/ Goldman, Sachs/ Barclay Capital/ RBC Capital Markets",12.5,12.5,12.51,0.0007999999999999829,0.0,0.009999999999999787,1,,2010.0,13466Y10,2010-10-13,Campus Crest Communities Inc,CCG,0,0,12323,0,0,.,2010.0,9.001,1,10.0,11.6,25.0,10,0.1
2010-10-15,Body Central ,BODY,Piper Jaffray/ Jefferies & Company,13.0,14.49,13.0,0.0,1.4900000000000002,0.0,2,,2010.0,09689U10,2010-10-14,Body Central Corp,BODY,0,0,12349,0,0,.,1972.0,0.0,0,10.0,11.6,25.0,10,0.1
2010-10-15,Tower International ,TOWR,Goldman Sachs/Citi/J.P. Morgan,13.0,13.55,13.0,0.0,0.5500000000000007,0.0,1,,2010.0,89182610,2010-10-14,Tower International Inc,TOWR,0,0,12340,0,0,.,1992.0,9.001,1,10.0,11.6,25.0,10,0.1
2010-10-19,NetSpend Holdings ,NTSP,"Goldman, Sachs/ BofA Merrill Lynch/ William Blair",11.0,13.0,13.0,0.18181818181818185,2.0,2.0,2,,2010.0,64118V10,2010-10-18,NetSpend Holdings Inc,NTSP,0,0,12359,0,0,.,1999.0,9.001,1,10.0,11.6,25.0,10,0.1
2010-10-19,ShangPharma ,SHP,Citi/ J.P. Morgan,15.0,15.0,12.75,-0.15,0.0,-2.25,3,Missed,2010.0,81943P10,2010-10-18,ShangPharma Corp,SHP,1,0,12337,1,0,18644444,2007.0,9.001,1,10.0,11.6,25.0,10,0.1
2010-10-20,TAL Education Group ,XRS,Credit Suisse/ Morgan Stanley,10.0,14.0,15.0,0.5,4.0,5.0,2,,2010.0,87408010,2010-10-19,TAL Education Group,XRS,0,0,12339,1,0,74500000,2005.0,8.501,1,10.0,11.6,25.0,10,0.1
2010-10-21,Bravo Brio Restaurant Group ,BBRG,Jefferies & Company/ Piper Jaffray/ Wells Fargo Securities,14.0,14.5,15.9,0.13571428571428573,0.5,1.9000000000000004,2,,2010.0,10567B10,2010-10-21,Bravo Brio Restaurant Grp Inc,BBRG,0,0,12348,0,0,.,1987.0,8.001,1,10.0,11.6,25.0,10,0.1
2010-10-21,Vera Bradley ,VRA,Baird/ Piper Jaffray,16.0,23.0,24.85,0.5531250000000001,7.0,8.850000000000003,2,,2010.0,92335C10,2010-10-20,Vera Bradley Inc,VRA,0,0,12363,0,0,.,1982.0,0.0,0,10.0,11.6,25.0,10,0.1
2010-10-22,Aegerion Pharmaceuticals ,AEGR,Leerink Swann/ Lazard Capital Markets,9.5,10.0,10.8,0.13684210526315796,0.5,1.3000000000000007,1,,2010.0,00767E10,2010-10-22,Aegerion Pharmaceuticals Inc,AEGR,1,0,12347,0,0,.,2005.0,8.001,1,10.0,11.6,25.0,10,0.1
2010-10-26,Mecox Lane Limited ,MCOX,Credit Suisse/ UBS Investment Bank,11.0,17.5,17.26,0.5690909090909092,6.5,6.2600000000000025,3,,2010.0,,2010-10-26,Mecox Lane Ltd,MCOX,0,0,12357,1,1,57313000,1996.0,8.501,1,10.0,11.6,25.0,10,0.1
2010-10-27,Pacific Biosciences of California ,PACB,J.P.Morgan/ Morgan Stanley,16.0,16.5,16.44,0.02750000000000008,0.5,0.4400000000000013,1,,2010.0,69404D10,2010-10-26,Pacific Biosciences of CA Inc,PACB,1,0,12360,0,0,.,2000.0,9.001,1,10.0,11.6,25.0,10,0.1
2010-10-28,ExamWorks Group ,EXAM,"Goldman, Sachs & Co./ Credit Suisse",16.0,16.75,16.8,0.05000000000000005,0.75,0.8000000000000007,2,,2010.0,30066A10,2010-10-27,Examworks Group Inc,EXAM,2,0,12330,0,0,.,2007.0,9.001,1,10.0,11.6,25.0,10,0.1
2010-10-28,SeaCube Container Leasing ,BOX,J.P. Morgan/ Citi/ Deutsche Bank Securities/ Wells Fargo Securities,10.0,11.0,11.0,0.1,1.0,1.0,1,,2010.0,G7997810,2010-10-27,SeaCube Container Leasing Ltd,BOX,0,0,12342,0,0,.,2007.0,9.001,1,10.0,11.6,25.0,10,0.1
2010-10-29,Le Gaga Holdings Limited ,GAGA,BofA Merrill Lynch/ UBS Investment Bank,9.5,9.06,11.26,0.1852631578947368,-0.4399999999999995,1.7599999999999998,3,,2010.0,52116810,2010-10-28,Le Gaga Holdings Ltd,GAGA,2,0,12353,1,0,2293591000,2006.0,8.501,1,10.0,11.6,25.0,10,0.1
2010-11-02,Xueda Education Group ,XUE,Goldman Sachs (Asia) L.L.C.,9.5,14.3,12.5,0.3157894736842105,4.800000000000002,3.0,3,,2010.0,98418W10,2010-11-01,Xueda Education Group,XUE,1,0,12390,1,0,67149820,2001.0,9.001,1,11.0,10.5,26.0,11,0.41
2010-11-03,SinoTech Energy Limited ,CTE,Citi/ UBS Investment Bank/ Deutsche Bank Securities,8.5,8.5,6.86,-0.1929411764705882,0.0,-1.6399999999999997,2,Missed,2010.0,82935910,2010-11-03,SinoTech Energy Ltd,CTE,1,0,12396,1,0,65789474,2005.0,9.001,1,11.0,10.5,26.0,11,0.41
2010-11-03,SodaStream International Ltd. ,SODA,J.P. Morgan/ Deutsche Bank Securities,20.0,24.75,24.12,0.20600000000000004,4.75,4.120000000000001,2,,2010.0,M9068E10,2010-11-02,SodaStream International Ltd,SODA,0,0,12405,0,0,.,2006.0,9.001,1,11.0,10.5,26.0,11,0.41
2010-11-04,Costamare ,CMRE,Morgan Stanley/ BofA Merrill Lynch,12.0,12.02,11.85,-0.01250000000000003,0.01999999999999957,-0.15000000000000036,1,,2010.0,Y1771G10,2010-11-03,Costamare Inc,CMRE,0,0,12391,0,0,.,2008.0,0.0,0,11.0,10.5,26.0,11,0.41
2010-11-05,Primo Water ,PRMW,Stifel Nicolaus Weisel,12.0,14.86,12.95,0.07916666666666661,2.8599999999999994,0.9499999999999992,1,,2010.0,74165N10,2010-11-04,Primo Water Corp,PRMW,1,0,12402,0,0,.,2004.0,7.001,0,11.0,10.5,26.0,11,0.41
